place,author,rating,text
Mahayana Temple,Ari S,5,It was nice an quiet. When I first walked through the door it seemed as though they sell Buddhist souvenirs. The guy working there was nice and let me look around. There is a huge statue of the Buddha all the way at the end and very cool artwork around the walls depicting and the Buddha’s life and path to Enlightenment. There were also places to make a small donation and burn incense and/or take a fortune 🔮 that is pre-wrapped. I’ll be back to try the Sunday Meditation Services meditation
Mahayana Temple,K B,1,Was yelled at within 2 minutes of arriving.
Mahayana Temple,NYC,5,"This beautiful Temple is located at the tip of the Manhattan Bridge exit to the Bowery. To me, this location is Holy, therefore, deserves the most of my respects. This is not a tour site, but everyone is welcome to share their views and beliefs. I was respectfully asked to reserve from onsite photographs. There were people with prepossessing attire, sharing a quiet prayer by the tables surrounding the Buddha and it felt very peaceful.Beautiful Jade pieces and other pieces of jewelry and souvenirs are displayed in the front entrance for sale. There's more valuable items located on the second floor, which I purchased a beads bracelet meant for healing and it's absolutely beautiful."
Mahayana Temple,Paul Epstein,4,"I love stopping inside. Many people pass this beautiful place without ever stepping in the doors. They have the best gift shop right inside the lobby. Extremely reasonable prices. Look inside, make an offering."
Mahayana Temple,Kat Butler,5,"Very few tourists, bring an offering from the many fruits and flowers you can find from the vendors on Canal st. If you are a tourist please dress appropriately and observe noble silence. There is a gift shop upstairs that is easy to miss, it has chanting CDs and many crafts with an English speaker working there. I come here at least once a month, very authentic. Beautiful place. To those saying they have been to “Great Temples” and don’t like this one, I have been to Angkor and many others, but they are NOT IN NYC!! This is a Temple not a tourist site, and as a tourist you are lucky to be able to see such a nice Temple in the heart of the city, especially if you have never been to Asia."
Mahayana Temple,Doug White,3,"Best temple to see illustrations of the life of the Buddha Sakyamuni. The only temple in NYC with a set of 32 pictures. Spending a half hour here to see these beautiful Thai style pictures & read the captions (in Chinese & English) will make a visit here worthwhile. The 9-dragon screen high on the back wall is unique to NYC also. And the huge bronze bell is, of course, impressive. Otherwise, this temple is not special, just a spacious tourist trap. Because a donation box is placed in the middle of the narrow hallway to the main room, most visitors feel pressure to donate. But there is no admission fee & no obligation to donate. Feel free to walk right in & enjoy the peaceful ambiance. (FYI, the building is a former movie theater.)"
Mahayana Temple,Nas,4,It was a nice place to visit.
Brooklyn Bridge,Kaptain Guzzy,4,"Pretty...good walk across the bridge with lovely views over the Brooklyn skyline. Beautiful around sunset! Hawkers on the bridge selling touristy stuff like caps, fridge magnets, freshly-cut fruit bowls, key chains, tote bags etc. Walk across the bridge to Brooklyn and walk around - there's lots of eating places, including seafood and particularly pizzerias!!"
Brooklyn Bridge,Nikhil KK,3,It's always great to shoot photos from the Brooklyn Bridge. But this time it was kind of disturbing as there were no control on the street vendors on the bridge. Authorities should control the number of vendors so that the beauty of the bridge is maintained and people have more space to walk and enjoy this iconic bridge.
Brooklyn Bridge,Legends I,5,An iconic bridge connecting Manhattan and Brooklyn.You can even see the Statue of Liberty in the distance. It is worth walking to downtown Brooklyn and taking a stroll along the banks of the Hudson River if approaching the bridge from Manhattan. Nice part of town and definitely worth a visit.
Brooklyn Bridge,Jiban Gurung,5,"As a travel enthusiast, and coming from California, I walked the bridge from one end to another on a cloudy day and it was a good walk with a perfect view… I recommend getting your water and/or snacks for the trip. There’s manhattan bridge near by if you would like to walk more."
Brooklyn Bridge,Ann S,5,"Beautiful early morning walk. Arrived at about 0530 in the morning. Not crowded which allowed for some fantastic photos. I definitely recommend going! Such a great way to start your city exploration, walk the bridge then keep walking and check out the city when it’s not as crowded!"
Brooklyn Bridge,Keepsake Memories,5,"Walking the Brooklyn Bridge was a highlight of our recent trip to NYC!! It was fun stepping unto such a historic bridge and seeing the cityscape and cars driving underneath. We walked over the bridge and then walked further into Brooklyn. It wasn't a short walk, but it was worth it. Pack drinks to stay hydrated and have your camera or phone ready for selfies and group pics."
Brooklyn Bridge,Loves Travel,5,"During my trip to the USA, I had the chance to visit the iconic Brooklyn Bridge in New York. The views of the city from the bridge are absolutely stunning, and its architectural design is truly remarkable. It’s one of NYC’s most popular tourist attractions — a must-visit spot that definitely deserves a place in your travel diary"
Brooklyn Bridge,Paul Vivas,5,"Iconic, Legendary & scenic bridge of New YorkThis is possibly the most famous bridge in New York and also famous worldwide. We enjoy passing under it with the ferry (NYC) and also crossing it by foot.Although this took longer that we expected, here count more time that quoted on all the different sites, as you will be stopping to take pictures, etc plus the bridge does get crowded specially in summer period."
Brooklyn Bridge,Ashish K,5,"Walking across the Brooklyn Bridge is like stepping into a living postcard. The views of Manhattan, the Statue of Liberty, and the East River are absolutely breathtaking—especially around sunset. There’s something magical about feeling the breeze, hearing the hum of the city, and watching the skyline unfold in front of you. The blend of history and beauty makes this one of New York’s most unforgettable experiences. Whether you’re walking, biking, or just stopping to take photos, the bridge has a special charm that makes you fall in love with the city all over again."
Brooklyn Bridge,Meghana Jain,5,"Walking across the Brooklyn Bridge was such a memorable experience! The views of the Manhattan skyline and the Statue of Liberty are incredible, especially around sunset. It’s a perfect mix of history, architecture, and city vibes. The walk is easy and full of photo ops — definitely a must-do when you’re in NYC!"
Brooklyn Bridge,Muhammed Ballan,5,We liked the walk on Brooklyn Bridge! We took some professional pictures by photographer offering this service there! You can also see the Statue of Liberty from there ❤️
Brooklyn Bridge,Simon Thomas,5,Iconic visit. We signed up for a 3hr cycle tour of NYC sites using our City Passes. Absolutely the best way to see the city. The guide took us right to the rivers edge to photograph the bridge from some excellent viewpoints. Definitely a must-try. As long as it's not raining!
Brooklyn Bridge,Tibor,5,"The Brooklyn Bridge is one of New York’s most iconic landmarks, and walking across it toward Manhattan is an unforgettable experience. The view is stunning—skyscrapers rising in the distance, the river below, and the steel cables of the bridge framing it all perfectly. On the Brooklyn side, the Brooklyn Bridge Park offers a fantastic vantage point to take in the whole scene. From here, the bridge stretches out with the Manhattan skyline behind it—an absolutely classic New York moment. Whether you walk it or just admire it from the park, it’s a must-see."
Brooklyn Bridge,S B,5,"Quite a walk across it (1.1 miles) but excellent views and the crowds kept moving, despite it being busy. Rule of walking on specific sides depending on direction worked well, with most people adhering to it. Great place to see and experience whilst in NYC."
Brooklyn Bridge,Wojtek C,4,"A legendary place in New York. You can admire the giant skyscrapers of Manhattan from it. In addition, there are boards on it from which you can learn something about the history of this place. The only downside is the hordes of tourists moving over this bridge every day"
Brooklyn Bridge,Aaron Goode,5,"Beautiful, long walk with stunning views. Be aware there will be masses of people at points with very slow moving crowds. Regardless it was stunning"
Brooklyn Bridge,Olayide Olumeko,5,"The history behind this bridge evokes deep admiration for the brave minds of the 18th century. It reflects the incredible creativity of humanity—the people behind it, the purpose it served, and the innovative engineering solution it represented. I spent two hours around this bridge, and it will remain a lasting memory for me."
Brooklyn Bridge,SonnyInPhilly215,4,It's a nice long walk on the bridge. There's some vendors on the bridge for drinks and little souvenirs. It's a 👍 place for photos if the skylines. You can see the statue if Liberty but it is small.
Brooklyn Bridge,Dennis John,5,"Walking across it offers breathtaking views of the skyline, the Statue of Liberty, and the East River. The blend of historic architecture and modern city life makes for an unforgettable experience. Whether you're a tourist or a local, it's the perfect spot for a scenic stroll, especially at sunrise or sunset. Just be prepared for some crowds, but the atmosphere and views are well worth it!"
Brooklyn Bridge,Ana Cardoso,5,"Walking across the Brooklyn Bridge is one of those classic New York experiences that never gets old. The views of the skyline and the river are stunning. It can get crowded, but it’s worth it."
Brooklyn Bridge,Rebecca Franklin,4,"We didn't walk all the way across it because we were short on time, but from what we did see....we loved it. It was super crowded though so keep that in mind. I heard the best time to see it is during the day. We were there late at night."
Brooklyn Bridge,Jezzer Pezzer,5,A beautiful view of Manhattan from Brooklyn. A stunning bridge. You can see the Statue of Liberty in the distance. Grab an ice cream and enjoy the view!
Brooklyn Bridge,Melanie Mengus,5,Beautiful bridge that you have to see during your stay in NY! It’s an iconic place. I suggest walking on the bridge to get beautiful views over the city. It’s a nice spot to have a nice photo especially in the morning as it’s quite calm. If you want to see the bridge from afar I suggest visiting the Peebles Beach. It’s the perfect spot!
Brooklyn Bridge,Elizabeth Stubbs,5,"I actually went at night; the views were still beautiful and picturesque. There were a couple of vendors set up with Panorama photo equipment machine things and loud cliche music (imagine Jay Z & Alicia Keys singing about NY on repeat lol) - I could have done without those. But the crowds were light, and the experience was mostly Serene / peaceful"
Brooklyn Bridge,F C,5,"Many instagram moments at this Iconic Brooklyn Bridge. The area by the water is so relaxing. Perfect location to watch sunset! Took about 25 minutes to walk from Brooklyn to Manhattan. Beautiful view of the river, Statue of Liberty and Ellis Island."
Saint Malachys,Hilarion Martinez,5,"Stumbled into it after seeing Chicago on Broadway & participated in Saturday 5 pm mass which was sung by a young g man w a spectacular voice. The church interior is breathtakingly beautiful. If you are going to any theater on Broadway, do not miss a visit to this small jewel box. I loved it. It was an unexpected surprise; the best kind. I took outside pics as I was attending the mass & could not take pics."
Saint Malachys,Ramon Portilla,5,This is a special small yet full of solitude to pray and attend mass at 8am. It was moving to see many devoted Catholics early.
Saint Malachys,Ivette Davila Richards,5,After working the night shift I was so happy to find a church I could go to and say my prayers. The Service was beautiful. The message was relevant and on point. The choir sang superb! I lit a big candle in honor of some important people in my life who passed last year. Very happy no tickets were required to go in like other churches on Christmas Eve!
Saint Malachys,Glen McCall,5,I love stopping here. Always a nice quiet place in a chaotic part of the city. I love how their statues and artwork deal with the patron saints of the performing arts.12/27/19: Visited a second time during the Christmas season. Absolutely beautiful!
Saint Malachys,Elizabeth,5,Gorgeous little church; looks very out of place in the city lol
Saint Malachys,Safet Cucaj,5,Great Church. It has holiness. As soon as you walk in I was able to easily feel and pray in the spirit. Not all churches have that smooth immediate launching of the spirit. This is my opinion. Praise Jesus.
Saint Malachys,Nicholas Petrillo,5,"Went to daily Mass here and the priest sang several parts of the Mass. Would love to be there with the choir, as I hear incredible things. Small church, but large in faith."
Saint Malachys,Angela Funnell,5,The most beautiful church I have seen in a long time. The sounds of music sound like heaven.
Saint Malachys,Teresa Trich,5,What a beautiful experience. The priest was so welcoming and the service was uplifting.
Saint Malachys,John Baldino,5,"Beautiful Mass, relatable homily, welcoming atmosphere, convenient location."
Saint Malachys,Claudio Silva,5,"I love this place. It is now open again with great show, piano and violin 🎻 are my favorites."
Saint Malachys,Jason Marsh,5,We went to Sunday mass while in town. Very nice!
Saint Malachys,Marc D,5,"Small church in the middle of skyscrapers filled with statues and pictures of Catholic Saints, Mother Mary and Jesus. Only attended one Mass but had a chance to look around"
Saint Malachys,Gordan Nash,5,"A gorgeous place with good acoustics, perfect for a concert."
Saint Malachys,Sandra Ashton,5,I love this little chapel. It was very peaceful. Although it was small it had the feel of a big church because of the architecture. It smelled just like a Catholic Church. My husband and I just stopped in for a few minutes while walking around the area. I would recommend stopping in if you are in the area. I thought it was a funny coincidence that is directly across from The Book of Mormon play
Saint Malachys,JR,5,Beautiful Church.Tabernacle is all gold. Shrine to Jesus on the left. Smaller than other Catholic churches like St. Patrick's or St. Vincent Ferrer. Enjoyed an awe inspiring Baroque concert Thursday.
Saint Malachys,Iliana Cordero,5,"Beautiful church. Everyone involved in making this church what it is, is top notch. My daughter did her First Holy Communion here and on her way to doing her Confirmation."
Saint Malachys,Glenn Cody,4,"The church is beautiful. I enjoyed the mass and the choir because everything was easy to follow along with. My only complaint is with the seating. In certain sections, you can't see the alter because of the pillars in the cathedral so be careful when picking a seat."
Saint Malachys,Susan Maasberg,2,Went to st. Malachi and could not get in so our visit was wasted.
Saint Malachys,Katie Hallock,5,"A fine place for a visitor to pick up mass. Of course the quality of music/pianist/singers was way above what we find at other random churches on our travels. Thank goodness. No one talked to us, we were left in peace - just the way we like it! But Father did stand at the door as we left - so you can thank him and shake his hand if you like."
Saint Malachys,Jim Izer,5,Beautiful Chapel. 9am Mass on Sunday was lovely.
Saint Malachys,Joseph Gumney,5,"Great place to take a short respite from the bustle. Still plenty of noise from the street outside. Really cool shrines for various Saints. including St. Jude, Cecilia, and others. Donate some money, light a candle, and PRAY! And if here during a Mass, definitely attend! Really cool!"
Saint Malachys,Kelly McShain,5,"Always a haven! Intimate, beautiful, friendly, a spiritual oasis in Manhattan. Fantastic High Mass music. Always welcoming to both tourists and returning Catholics alike.My Actor hubby and I got married in this jewel box of a Church- a truly special place!"
Saint Malachys,Arthur Carvajal,5,"This little church just off Broadway is charming, a beautiful and quiet repose from the swirl of excitement and humanity nearby in Times Square. The prayers and sermons sometimes refer to the theater and the arts, as one would expect from this actors' church."" I like coming to Mass here when I'm staying at a hotel near Times Square because it is a short walk away."""
Saint Malachys,Miguel Perez,5,"I love this beautiful church in the heart of Manhattan's theater district. I try to celebrate mass every day at 8am, before I start my work day. St. Malachy has truly been a blessing in my life."
East End Temple,Bell Elor,5,"The Rabbi of East End Temple is committed to sharing his beautiful space with Middle Collegiate Church, which has no sanctuary due to the massive fire of Dec.5, 2020.The Congregation has been so welcoming, and both are committed to Social Justice and hunger ministries. The Temple is an embracing non- hierarchical setting, fully accessible, with updated technology and plenty of light."
East End Temple,Lisa Bornfree,5,"Very nice place to teach kids about their Jewish religion. They also have a wonderful sleep away camp. The Rabbi at this temple is very friendly, he interacts with the students in a very pleasant way. Not forgetting the staff in the office who are also very polite, kind and friendly"
East End Temple,Jenn Rozany,5,"I've been a member here for over 10 years, and it's an amazing organization. Progressive, inclusive, and familiar are three words I would use to describe it. Our Rabbi and Cantor are at the top of their game, and our board cares so much for the community. Wouldn't trade it for the world."
East End Temple,Nitzan Mager,5,"This is a warm, open, and friendly community. It's a great place for families-- they have a wonderful Hebrew School that kids really enjoy and thrive in-- with lots of hands on activities. If you're looking for a progressive downtown Jewish community, this is the place."
East End Temple,Elissa Macklin,5,"I've been a member for over 25 years. This is the warmest, most welcoming congregation I've belonged to."
East End Temple,Bill M,5,I am not Jewish but was at the temple for a wedding service. It is a beautiful temple and the Cantor there was beyond excellent.
East End Temple,Aiyana Stern,progressive synagogue and kind heart felt rabbi,
East End Temple,Nicole Rodriguez,1,People are so rude at this temple!
East End Temple,Dan Bleicher,5,Rabbi Josh is the best. A warm fellow with a welcoming smile and kind words. The cantor was superb. A woman with a guitar with a nice voice who wasn't overbearing. She knew the liturgy well but didn't crowd the stage.We attended a service in the Park- across the street from the synagogue.Very nice with wonderful people in attendance.
Saint Patricks Cathedral,Goks Nair,5,"Beautiful cathedral right on the 5th Avenue. Its recommended to visit without caps or backpacks. The church store is also pretty stocked. There is a bigger one behind the church. However, the one at the church is just as good.The security is tight and the atmosphere is just like any ither religious place- silent.Very peaceful to just sit and reflect whichever faith you may come from."
Saint Patricks Cathedral,The Explorer,5,I stopped in today to say a prayer for the families of the innocent people recently murdered at 345 PARK. We have been her many times over the years and every time it still impresses me. So beautiful both in and out. A very popular spot for tourists to visit as well.
Saint Patricks Cathedral,Mel Johnson,5,What a breathtaking church in the middle of the city! The architecture and rich history made this such an emotional experience to visit. So much beauty and artistry to take in.
Saint Patricks Cathedral,Jennifer Hostmann,5,"Attended the 7AM Mass and it was a beautiful, peaceful experience. The cathedral is absolutely stunning—both inside and out—with a calm, reverent atmosphere that’s perfect for reflection. Early Mass was quiet and not crowded, which made it even more special. A must-visit in NYC, whether for worship or to take in the breathtaking architecture."
Saint Patricks Cathedral,Johnny Mccahill,5,"The cathedral is American historical icon. It's well worth it time to take a tour. But if you don't, you can still enjoy a magnificent interior and may be fine. Peace of mind."
Saint Patricks Cathedral,John Dcosta,5,An unbelievably amazing Cathedral! I'd never imagined such an architectural marvel in the middle of the skyscraper jungle that is New York! Mind-effing-blowing!! A must see and now I know why my friend literally dragged me over there. We spent almost an hour inside and would love to spend more. Visiting this again next time.
Saint Patricks Cathedral,K R,5,"LOVED IT !!! can’t wait to Come back here in the future and enjoy a long weekend! Just went for a few hours but I loved it. It’s very cold !! So wear gloves and extra layers ! Beyond beautiful! As a truck driver I visit a different cathedral every week but this one had my jaw on the floor. How beautiful, how clean. The Sunday mass was beyond beautiful! I hope to someday bring my parents to this church. The liturgy was so beautiful. So many cute gifts to buy as well! The work on how beautiful this church is is beyond amazing. So many details, so much beauty to take in!"
Saint Patricks Cathedral,Alfredo Alvarez,5,"Oh, this church is amazingly beautiful. The outside, the inside, everything is gorgeous. I think the designated areas are a beautiful touch. Craftsmanship and design are applause worthy for those involved. The statues the artwork the windows everything is beautiful. Didn't get to do mass but had the pleasure of walking around and time to look at everything. The virgen de Guadalupe area was pretty. Def the prettiest church I been to."
Saint Patricks Cathedral,Celtic Marine,5,"Was in NYC for the weekend to celebrate my birthday. Dropped in to attend 8:00 AM Sunday Mass. This wasn't my first time visiting St. Patrick's or attending Mass there. For me, it is always a very soul satisfying experience to return. I appreciated that the tourists were respectful of the Mass service and the church overall. Sadly, that isn't always the case. Perhaps it being so early & on a Sunday morning made a difference. If you're a person of faith, and can make the time, try to fit in a Mass. If you're not a person of faith, please, feel welcome to visit. You don't have to be Catholic to appreciate the beauty, art, & architecture of the cathedral. I always find walking around St. Patrick's Cathedral spiritually refreshing. I would hope you could have a similar experience. Pax vobiscum..."
Saint Patricks Cathedral,Erica Gomora,5,"Love the cathedral, this time I had the chance the mass of Friday at noon and decided to stay to hear it.Not a lot of visitors as last time I visited which made it better and was really easy and fast to go in.I was able to lit up some candles and say my prayers which was the best part of the visit!"
Saint Patricks Cathedral,Stanly Wilson,5,The catholic cathedral of New York. A good and give church. It has many stained glass windows. It has a crypt with the bodies of Bishops. It has a perpetual adoration chapel and small chapels dedicated to saints.
Saint Patricks Cathedral,Manikandan,5,"St. Patrick’s Cathedral in Manhattan is a stunning Neo-Gothic Roman Catholic church located on Fifth Avenue. Completed in 1878, it features soaring spires, intricate stained glass, and a serene interior. As a spiritual and architectural landmark, it draws millions of visitors and worshippers each year, symbolizing faith amid urban grandeur."
Saint Patricks Cathedral,Micale,5,"Visited for the second time and is even more beautiful during day time. Inside is cool and refreshing. The art on the windows is magnificent. There's a private room on the back of the altar where you can pray to the virgen Mary, mother of God. There's also a section to pray to the Sacred Heart Of Jesus. You will find many sections were you can light on candles with a donation of 3.00 cash or use the big QR code on display. To my surprise I got a thank you email for my donation. The arquitecture is Amazing. Make sure you look up!! There also 2 souvenir shops pass the guards, to your right, there is a little one with items ranging grom 2.00 to 100.00. Silver rosaries and bracelets are really pretty and very affordable. Also have cute little prayer traveling books and other small items . I got a guardian angel coin for my grandson that's beautiful- picture attached. Good place to get some of your Christmas gifts shopping including Christmas tree decor. You can always visit just to spend some reflecting time because even though is full of visitors is pretty much quiet. Note: There's a hidden bathrooms but I wont post location because people will go there just for that and this has to be keep clean for parishioners and like. This Catedral is a place not to miss."
Saint Patricks Cathedral,Rachael Wright,5,"Even if you aren’t Catholic I suggest going to mass to see this place being used in the format for which it was built. I’ve been to major futbol stadiums in Europe and you’re always stunned by the size, but the fullest experience comes from seeing it full of people, unified on a single thing. In this case, it’s the Eucharist, but don’t worry - you don’t have to take communion, and if you’re not Catholic you shouldn’t - so just stay in your pew and enjoy the music."
Saint Patricks Cathedral,Will Corpuz,5,Architecturally beautiful. Just in awe. Very peaceful when you are inside. Just so happened the doors opened when walking by and thought to stop in. Please take off hats when inside.
Saint Patricks Cathedral,Manasa,5,Beautiful gothic architecture. Serene and tranquil atmosphere inside. It was indeed a holy place to sit and meditate.
Saint Patricks Cathedral,Gabriel Santos,5,"Such an amazing experience! It is beautiful inside and out. You can really see the history and the details of the Cathedral just by walking around. It was an amazing sermon, the Priest was very wellspoken and really delivered on the subject of the diversity of people in the Cathedral"
Saint Patricks Cathedral,Abigail Sahagun,5,"Such a beautiful space, intricately designed to be set apart as a place to worship God. Everything designed to point to Him and remind each person of His sacrifice, His gifts, and the deeds of some of the giants in the faith that have come before us. Awe inspiring"
Saint Patricks Cathedral,Lanash Lath,5,Very beautiful church located close to Times square. When we visited they had a service going on for the pope that just passed away. It was beautiful to see the inside of the church and all the monuments and decor.
Saint Patricks Cathedral,Joyce James,5,A beautiful cathedral and so iconic. Located on 5th Avenue and just stunning architecture.We visited early on a Tuesday morning and were delighted that it was open and we were able to enter. No queue we were just able to walk straight in and not too busyIt's such a beautiful building inside and out.A definite must see
Saint Patricks Cathedral,Reshma Tarachand,5,A beautiful peaceful and safe haven place to be from the hustle and bussle of the city. My sister visited from abroad and absolutely loved it. Would definitely recommend a visit if you are in the city and want to have a peaceful moment
Saint Patricks Cathedral,Kishor Dass,5,"Iconic Neo-Gothic cathedral, stunning architecture, serene atmosphere. Come and be blessed."""
Saint Patricks Cathedral,Matt Baldwin,5,"St. Patrick’s Cathedral is a breathtaking sanctuary in the heart of a city that never stops moving. Amid the steel and glass of Midtown, its soaring spires and intricate stonework stand as a timeless tribute to faith, tradition, and beauty. Step inside and you’re instantly wrapped in quiet reverence—the kind that hushes even the busiest mind. In a city racing toward the future, St. Patrick’s holds its ground with grace, a sacred pause in the pulse of progress."
Saint Patricks Cathedral,Molly Howarth,5,"It was interesting to look at the graves of all these important historical figures, and there was no line to see them either. Beautiful stained glass window too. Definitely something worth seeing."
Saint Patricks Cathedral,Cathy K,5,Magnificent!! They must see 103 stained glass windows! You only need tickets if you want to take the tour otherwise it's a self tour.
Saint Patricks Cathedral,Stefanie Ernst,5,"A gorgeous home for the Lord. The architecture is glorious. Very fit for the house of our God! The Priests are amazing, the homilies are always straight to the point. I feel home when I go to St. Patrick’s."
Saint Patricks Cathedral,Sherry Cabrera,5,I’ve always wanted to go inside this beautiful cathedral as we stay next door at the Lotte hotel. For Valentine’s weekend this year my boyfriend took me there on a private tour and proposed. This history and details the tour guide gave us were wonderful.
Saint Patricks Cathedral,Laura Beskid,5,"Beautiful church! When we visited, there was a wedding ceremony happening, and I was excited to see how it's performed."
Saint Patricks Cathedral,Danielle Gabler,5,A must see. Well cared for and well respected. A peaceful quiet place of prayer and respect. What a beautiful experience.
Saint Patricks Cathedral,Stetson Boone,5,Very humbling spiritual place. A must to visit. Love it beautiful architectural beauty
Saint Patricks Cathedral,Casey Holloway,5,"THIS IS A 100% MUST SEE if you are in NYC! Catholic or nothing, you still have to walk through this AMAZING MOST BEAUTIFUL CHURCH AND BUILDING I have ever seen! The sculptures are BREATHTAKING and just the grandeur of the cathedral!"
Saint Patricks Cathedral,Raquel A,5,We went to visit and hear 1pm mass at St. Patrick’s Church in New York. The church is 2025 Jubilee pilgrimage site and was happy to have been able to attend the service.
Saint Patricks Cathedral,Alex Rivera,5,Absolutely breathe taking architecture and attention to detail in every square inch of this cathedral. We couldn’t believe how beautiful this place was!
Saint Patricks Cathedral,Pierdante Romei,5,"St. Patrick's Cathedral is a breathtaking sanctuary in the midst of Manhattan's bustling modernity. Its neo-Gothic architecture, with soaring spires and intricate stained-glass windows, stands in stunning contrast to the sleek skyscrapers surrounding it. Stepping inside, you are enveloped by a profound sense of peace and reverence, a stark departure from the city's constant motion. The craftsmanship is extraordinary, and the quiet beauty of the cathedral invites reflection and awe. A must-visit for those seeking a moment of tranquility and a glimpse into New York's rich spiritual and architectural history."
Saint Patricks Cathedral,Jerome Singh,5,"If you prefer a solemn, traditional Catholic Mass, in English or Spanish, done in under 1 hr, then this is a good pit stop as a visitor. Reach at least 10 minutes before the Mass starts to take in the atmosphere and, of course, pray."
Saint Patricks Cathedral,Richard Steinel,4,"Very interesting tour, particularly since I have been to the Cathedral many times and overlooked so much.Our guide was very knowledgeable and friendly."
Saint Patricks Cathedral,Ariane Cline,5,"Beautiful place. Multiple stations to light candles and say prayers, so you can save from waiting in line by entering into the church."
Saint Patricks Cathedral,Nicole Hoang,5,"Beautiful working church. They have mass on Sunday at 8am, 9 am, 10:30 am and more. Check with your hotel. Make sure you go there early to get a seat in front and middle!"
Saint Patricks Cathedral,Emma Jones,4,"The building was absolutely beautiful! Just as expected, however there was a wedding mass ongoing and I felt like i had interrupted something that should be private, so we left.Congratulations to the couple, they looked beautiful!"
Saint Patricks Cathedral,Paul Edwards,5,What a fabulous cathedral this is. Right in the middle of everything and we visited on a Sunday so there was a service in progress when we were there. Thoroughly enjoyed our visit although the audio guide ipad stopped working soon after we had started it.
Saint Patricks Cathedral,Joanna Potter,5,"This is a bucket list. I was amazed and impressed at not only the architectural in the building but everything about the building. Inside, the ceilings are almost 3 feet high, and there are stained glass windows on each level.The organ is stunning the design.of the statues is absolutely amazing. Pictures do not do it, Justice. I was able to get in on the last part of a mass, and I was happy to light candles for my family. I just missed the gift shop, which had so much stuff inside. I was disappointed that they closed before. I could get into it, but I was so busy walking around inside and outside taking photos"
